sku,fullName,url,activo,categoria,subcategoria,precio_actual,precio_referencia,stock_actual,tipo_receta,laboratorio,marca,presentacion,composicion,principio_activo,principio_activo_id
139969,Centella Chitosan Aura Vitalis 60 Cápsulas,https://www.farmaloop.cl/products/centella-chitosan-aura-vitalis-60-capsulas-139969/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),SIN ASIGNACION,,Capsula,centella chitosan,Centella Chitosan ,e969012e-5d1b-4036-bcf0-869fcd27447a
139485,Neurobionta x 20 Comprimidos,https://www.farmaloop.cl/products/neurobionta-x-20-comprimidos-139485/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),MERCK S.A.,,Comprimido,cianocobalamina (vitamina b12) | piridoxina (vitamina b6) | tiamina (vitamina b1),"Cianocobalamina (Vitamina B12),Piridoxina (Vitamina B6),Tiamina (Vitamina B1)",854eea9b-7962-4c05-b692-066f408a53f9
139002,Neurobion DC 10000 x 3 Jeringas Prellenadas Doble Camara,https://www.farmaloop.cl/products/neurobion-dc-10000-x-3-jeringas-prellenadas-doble-camara-139002/,true,Suplementos y Vitaminas,Vitaminas y Minerales,21990,23990,6,Presentación receta médica,MERCK S.A.,,Unidad,cianocobalamina (vitamina b12) | piridoxina (vitamina b6) | tiamina (vitamina b1),"Cianocobalamina (Vitamina B12),Piridoxina (Vitamina B6),Tiamina (Vitamina B1)",854eea9b-7962-4c05-b692-066f408a53f9
86429,Vitaminas B1 B6 B12 x 3 Ampollas,https://www.farmaloop.cl/products/vitaminas-b1-b6-b12-x-3-ampollas-86429/,false,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),LAB.BIOSANO S.A.,,Ampolla,cianocobalamina | tiamina | piridoxina,"Cianocobalamina,Tiamina,Piridoxina",bcdde77f-f981-4a97-87b2-fe234e1bc673
140795,Citrato de Magnesio 500 mg x 60 Cápsulas,https://www.farmaloop.cl/products/citrato-de-magnesio-500-mg-x-60-capsulas-140795/,false,Suplementos y Vitaminas,Suplementos,5630,0,0,Venta directa (Sin receta),LABORATORIO GREEN MEDICAL,,Capsula,citrato de magnesio 500 mg,Citrato de Magnesio,7c74355b-b4ae-4b2e-9350-f229a33b8212
138646,CLORURO DE MAGNESIO CAP X 90 (SUPLALIM),https://www.farmaloop.cl/products/cloruro-de-magnesio-500-mg-x-90-capsulas-138646/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),SUPLALIM LTDA,,Capsula,,Cloruro De Magnesio,9a252092-dd08-4b06-93a8-482cd1101012
140246,Cloruro De Magnesio x 30g (Quimnatura),https://www.farmaloop.cl/products/cloruro-de-magnesio-x-30g-quimnatura-140246/,true,Suplementos y Vitaminas,Suplementos,500,990,2,Venta directa (Sin receta),SIN COMPAÑIA,,100 g,cloruro de margnesio,Cloruro de margnesio,cfd84631-e442-4f48-bc67-834cbb6d707e
16356,Ringer Lactato,https://www.farmaloop.cl/products/ringer-lactato-16356/,true,Medicamentos,Suplementos,,,0,Venta directa (Sin receta),B.BRAUN MEDICAL SPA,,100 ml,cloruro de sodio | cloruro de potasio | lactato de sodio | calcio cloruro,"Cloruro De Sodio,Cloruro De Potasio,Lactato De Sodio,Calcio Cloruro",05a3617e-ca71-4a85-a887-6c27d10e9b75
139812,Vitamina B12 x 100 Comprimidos Masticables,https://www.farmaloop.cl/products/vitamina-b12-x-100-comprimidos-masticables-139812/,true,Suplementos y Vitaminas,Vitaminas y Minerales,7990,10990,11,Venta directa (Sin receta),NUTRAPHARM,,Comprimido,cobalamina (vitamina b12),Cobalamina (Vitamina B12),b7fb97e5-ce55-4dc9-a093-ed1acd3f4f66
15093,Qten x 60 Capsulas,https://www.farmaloop.cl/products/qten-x-60-capsulas-15093/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),ARAMA NATURAL PRODUCTS DISTRIBUIDORA LIMITADA,,Capsula,coenzima q10 | colageno,Coenzima Q10 + Colágeno,fb9cc02b-7d07-47f9-9ae9-3cfc27713582
91388,Cartilar Polvo x 30 Sachet 10 Gramos,https://www.farmaloop.cl/products/cartilar-polvo-x-30-sachet-10-gramos-91388/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO CHILE S A,,Unidad,,Colageno Hidrolizado,555d04fc-40b6-4550-a00d-f0285e0ec3b2
90444,Colnatur Complex 11,https://www.farmaloop.cl/products/colnatur-complex-11-90444/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO BAGO DE CHILE S.A.,,Unidad,,Colageno Hidrolizado,555d04fc-40b6-4550-a00d-f0285e0ec3b2
90443,Colnatur Neutro,https://www.farmaloop.cl/products/colnatur-neutro-90443/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO BAGO DE CHILE S.A.,,Unidad,,Colageno Hidrolizado,555d04fc-40b6-4550-a00d-f0285e0ec3b2
96669,Gelicol Colageno Hidrolizado x 30 Sobres,https://www.farmaloop.cl/products/gelicol-colageno-hidrolizado-x-30-sobres-96669/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO PASTEUR S.A.,,Sobre,,Colageno Hidrolizado,555d04fc-40b6-4550-a00d-f0285e0ec3b2
139781,ColageDEN 500 mg x 90 Capsulas,https://www.farmaloop.cl/products/colageden-500-mg-x-90-capsulas-139781/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),VITAL AND YOUNG,,Capsula,colageno hidrolizado | acido ascorbico (vitamina c),"Colageno Hidrolizado,Acido Ascorbico (Vitamina C)",a1e8eb67-0c74-437b-8ddd-e3e01f5da014
140764,Beautip 7gr x 30 sachet,https://www.farmaloop.cl/products/beautip-7gr-x-30-sachet-140764/,false,Suplementos y Vitaminas,Suplementos,,,7,Venta directa (Sin receta),OPKO CHILE S.A.,,Sobre,colageno 5000 mg | maqui 400 mg | coenzima q10 15 mg | rosa mosqueta 200 mg | ac.ascorbico(vitamina c) 60 mg,"COLAGENO, MAQUI, COENZIMA Q10, ROSA MOSQUETA",9cc6eacd-262a-4c72-94cf-9fe7ae82ab2b
140591,Vitamina D 800 UI Sunvit 90 Tabletas,https://www.farmaloop.cl/products/vitamina-d-800-ui-x-90-capsula-sunvit-140591/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,,Capsula,colecalciferol,Colecalciferol,6d4e1152-c40c-450d-99dd-2539faf30c43
140621,VITDE 800 UI/4 GOTAS X 10 ML,https://www.farmaloop.cl/products/vitde-gotas-200uigota-10-ml-140621/,true,Suplementos y Vitaminas,Vitaminas y Minerales,15800,18590,11,Venta directa (Sin receta),LABORATORIO PASTEUR S.A.,,100 ml,colecalciferol,Colecalciferol,6d4e1152-c40c-450d-99dd-2539faf30c43
150168,Osteodyn 100.000 UI Solución Oral x 2ml,https://www.farmaloop.cl/products/osteodyn-100000-ui-solucion-oral-x-2ml-150168/,true,Suplementos y Vitaminas,Vitaminas y Minerales,12890,15990,6,Presentación receta médica,LABORATORIO BAGO DE CHILE S.A.,,Unidad,colecalciferol,Colecalciferol,6d4e1152-c40c-450d-99dd-2539faf30c43
15090,Hlp-B x 90 Caps,https://www.farmaloop.cl/products/hlpb-x-90-caps-15090/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),ARAMA NATURAL PRODUCTS DISTRIBUIDORA LIMITADA,,Capsula,complejo b,Complejo B,5c7ac5a4-5e62-40a5-9035-c33d9796e6bb
121196,Easylife Bcomplex,https://www.farmaloop.cl/products/easylife-bcomplex-121196/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),PHARMARIS CHILE SPA,,Unidad,complejo b,Complejo B,5c7ac5a4-5e62-40a5-9035-c33d9796e6bb
83039,Condrosulf 800 mg x 30 Comprimidos,https://www.farmaloop.cl/products/condrosulf-800-mg-x-30-comprimidos-83039/,false,Suplementos y Vitaminas,Suplementos,,,0,Presentación receta médica,ITF-LABOMED FARMACEUTICA LTDA.,,Comprimido,,Condroitina,4bbbe6fb-c6db-4b99-acaf-ee53af946df0
99683,Finartrit x 30 Sobres,https://www.farmaloop.cl/products/finartrit-x-30-sobres-99683/,true,Suplementos y Vitaminas,Suplementos,22990,35590,7,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,,Sobre,condroitina | glucosamina,"Condroitina,Glucosamina",eea91674-989e-42a0-8bac-f59f675c9cb8
91159,Artridol Duo Forte Polvo P/Sol.Oral,https://www.farmaloop.cl/products/artridol-duo-forte-polvo-psoloral-91159/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO CHILE S A,,Sobre,,"Condroitina,Glucosamina",eea91674-989e-42a0-8bac-f59f675c9cb8
99829,Finartrit Forte 60 Comprimidos,https://www.farmaloop.cl/products/finartrit-forte-x-60-comprimidos-99829/,true,Suplementos y Vitaminas,Suplementos,21230,26540,5,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,,Comprimido,,"Condroitina,Glucosamina",eea91674-989e-42a0-8bac-f59f675c9cb8
91141,Artridol Duo Glucosamina C/Condroitina S,https://www.farmaloop.cl/products/artridol-duo-glucosamina-ccondroitina-s-91141/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO CHILE S A,,Capsula,,"Condroitina,Glucosamina",eea91674-989e-42a0-8bac-f59f675c9cb8
99718,Finartrit Forte x 60 Comprimidos,https://www.farmaloop.cl/products/finartrit-forte-x-60-comprimidos-99718/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,,Comprimido,,"Condroitina,Glucosamina",eea91674-989e-42a0-8bac-f59f675c9cb8
140324,Urifem Cranberry x 60 Capsulas,https://www.farmaloop.cl/products/urifem-cranberry-x-60-capsulas-140324/,true,Suplementos y Vitaminas,Suplementos,15190,18990,2,Venta directa (Sin receta),NUTRAPHARM,,Capsula,cranberry,Cranberry,021ea960-1591-4a10-8908-1a6d150bcbc2
140323,Urifem x 60 Capsulas,https://www.farmaloop.cl/products/urifem-x-60-capsulas-140323/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),NUTRAPHARM,,Capsula,cranberry,Cranberry,021ea960-1591-4a10-8908-1a6d150bcbc2
140748,Cranberry Concentrate x 90 (VitaminLife),https://www.farmaloop.cl/products/cranberry-concentrate-x-90-vitaminlife-140748/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),,,Capsula,cranberry | vitamina c y vitamina e.,"Cranberry, Vitamina C y Vitamina E.",8a831100-e075-4869-893f-e3e0deb01e97
97529,Glucosalino Isotonico 2.5%,https://www.farmaloop.cl/products/glucosalino-isotonico-25-97529/,true,Medicamentos,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO SANDERSON SA,,100 ml,dextrosa | cloruro de sodio,"Dextrosa,Cloruro De Sodio",b8197a01-78a1-4ffa-98dd-4760f27867dc
86032,Dha Mathern Caja x 30 Capsulas,https://www.farmaloop.cl/products/dha-mathern-caja-x-30-capsulas-86032/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),KNOP LABORATORIOS S.A.,,Unidad,,Dha,ba0dac2f-0cd8-4435-8617-16a875788b94
105260,Prenamin Natal DHA x 30 Cápsulas,https://www.farmaloop.cl/products/prenamin-natal-dha-x-30-capsulas-105260/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS RECALCINE SA,,Cápsula,multivitaminico | omega 3,Dha,ba0dac2f-0cd8-4435-8617-16a875788b94
83138,Nerval Capsulas,https://www.farmaloop.cl/products/nerval-capsulas-83138/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),ITF-LABOMED FARMACEUTICA LTDA.,,Unidad,,Dha,ba0dac2f-0cd8-4435-8617-16a875788b94
86022,Dha Kids Omega 3 Inteligente,https://www.farmaloop.cl/products/dha-kids-omega-3-inteligente-86022/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),KNOP LABORATORIOS S.A.,,Unidad,,Dha,ba0dac2f-0cd8-4435-8617-16a875788b94
107627,Artrizona Diacereina 50 mg,https://www.farmaloop.cl/products/artrizona-diacereina-50-mg-107627/,false,Suplementos y Vitaminas,Suplementos,,,0,Presentación receta médica,LABORATORIOS SILESIA SA,,Capsula,,Diacereina,d53fa802-4dd3-4594-a21c-6a28762e8cc4
110502,SpringLife Vitamiana E 400 UI x 30 Capsulas,https://www.farmaloop.cl/products/springlife-vitamiana-e-400-ui-x-30-capsulas-110502/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),MEDICAL INTERNATIONAL LABORATORIES CORPORATION S.A.,,Capsula,dl-alfatocoferolacetato (vitamina e),Dl-Alfatocoferolacetato (Vitamina E),1f6e7b19-a4b4-4ce4-9318-93fc059256c8
83057,Doxium 500 mg Por 30 Capsulas.,https://www.farmaloop.cl/products/doxium-500-mg-por-30-capsulas-83057/,false,Suplementos y Vitaminas,Suplementos,,,0,Presentación receta médica,ITF-LABOMED FARMACEUTICA LTDA.,,Capsula,,Dobesilato De Calcio,fe1db731-1529-4717-8cec-f91714e75d31
83061,Doxium 500 mg Dobesilato De Calcio,https://www.farmaloop.cl/products/doxium-500-mg-dobesilato-de-calcio-83061/,false,Suplementos y Vitaminas,Suplementos,,,0,Presentación receta médica,ITF-LABOMED FARMACEUTICA LTDA.,,Capsula,,Dobesilato De Calcio,fe1db731-1529-4717-8cec-f91714e75d31
86555,Efedrina Sulfato 6% Ampolla x 100 Ampollas,https://www.farmaloop.cl/products/efedrina-sulfato-6-ampolla-x-100-ampollas-86555/,false,Medicamentos,Suplementos,,,0,Presentación receta médica,LAB.BIOSANO S.A.,,Ampolla,efedrina 6 %,Efedrina,d5789bea-3f1d-4ed8-8b85-ac48120f8565
95629,Diavital Lactasa x 60 Comprimidos,https://www.farmaloop.cl/products/diavital-lactasa-x-60-comprimidos-95629/,true,Suplementos y Vitaminas,Suplementos,16950,21190,2,Venta directa (Sin receta),LABORATORIO MAVER S.A,DIAVITAL,Comprimido,enzima lactasa,Enzima Lactasa,8a60146f-2feb-4543-9243-3648ab0d542a
139808,Vitamina D3 x 60 Comprimidos,https://www.farmaloop.cl/products/vitamina-d3-x-60-comprimidos-139808/,false,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),SIN COMPAÑIA,,Comprimido,,Ergocalciferol (Vitamina D3),29acd880-de3a-4ca0-8166-c9a567d113fa
139920,ARTERIALL PRESS X 60 CAPS AURA VITALIS,https://www.farmaloop.cl/products/arteriall-press-x-60-caps-aura-vitalis-139920/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),SIN COMPAÑIA,,Capsula,espino albar | olivo | algas marinas | muerdago | l-arginina | naranjo amargo.,"Espino Albar, olivo, algas marinas, muérdago, L-Arginina, naranjo amargo.",5b3553d6-b3ab-46b6-8eef-ad96de309252
138679,Regularity 775 mg x 90 Capsulas,https://www.farmaloop.cl/products/regularity-775-mg-x-90-capsulas-138679/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),VITAL AND YOUNG,,Capsula,fibra vegetal insoluble salvia hispanica l. | magnesio natural,"Fibra Vegetal Insoluble Salvia Hispanica L.,Magnesio Natural",64e7061f-4367-4f20-9f65-5d2d1fb2cb42
140137,Ginkomax 80 Mg X 30 Capsulas,https://www.farmaloop.cl/products/ginkomax-80-mg-x-30-capsulas-140137/,true,Suplementos y Vitaminas,Suplementos,5000,8290,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,,100 g,ginkgo biloba (extracto seco estandarizado de hojas),Ginkgo Biloba (Extracto Seco estandarizado de Hojas),3f870f81-c818-4cea-bf85-20c637bcac0b
139780,Zinc 15 mg x 30 Comprimidos,https://www.farmaloop.cl/products/zinc-15-mg-x-30-comprimidos-139780/,false,Suplementos y Vitaminas,Suplementos,,,0,Presentación receta médica,SUPLALIM LTDA,,Comprimido,gluconato de zinc,Gluconato De Zinc,c533f8c9-2c52-4b5a-8666-8b7abb301659
96546,Calcium Pasteur 10% Granulado,https://www.farmaloop.cl/products/calcium-pasteur-10-granulado-96546/,false,Suplementos y Vitaminas,Suplementos,,,0,Presentación receta médica,LABORATORIO PASTEUR S.A.,,100 g,,Gluconolactato De Calcio,95477c70-46f9-4d46-900f-23e9ce0bcd8a
97908,Glucosa x 75 gr,https://www.farmaloop.cl/products/glucosa-x-75-gr-97908/,false,Suplementos y Vitaminas,Suplementos,,,4,Venta directa (Sin receta),LABORATORIO VALMA LIMITADA,,Unidad,glucosa,Glucosa,0b7c4f1c-d896-440a-b836-5989cb583b5e
97522,Glucosa (Dextrosa) 5%,https://www.farmaloop.cl/products/glucosa-dextrosa-5-97522/,true,Medicamentos,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO SANDERSON SA,,100 ml,glucosa,Glucosa,0b7c4f1c-d896-440a-b836-5989cb583b5e
150292,Glucosa 5% x 1000ml ,https://www.farmaloop.cl/products/glucosa-5-x-1000ml-150292/,true,Medicamentos,Suplementos,,,0,Presentación receta médica,B.BRAUN MEDICAL SPA,,Unidad,,Glucosa,0b7c4f1c-d896-440a-b836-5989cb583b5e
106232,Hiperflex K Forte x 60 Comprimidos,https://www.farmaloop.cl/products/hiperflex-k-forte-x-60-comprimidos-106232/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS RECALCINE SA,,Comprimido,,"Glucosamina,Condroitina",5517536d-8083-4667-89e3-3b083d04f82b
15056,Artrosol 500/400 x 60 Comprimidos,https://www.farmaloop.cl/products/artrosol-500400-x-60-comprimidos-15056/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),ARAMA NATURAL PRODUCTS DISTRIBUIDORA LIMITADA,,Unidad,,"Glucosamina,Condroitina",5517536d-8083-4667-89e3-3b083d04f82b
99765,Finartrit Polvo Limon,https://www.farmaloop.cl/products/finartrit-polvo-limon-99765/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,,Sobre,,"Glucosamina,Condroitina",5517536d-8083-4667-89e3-3b083d04f82b
140386,Finartrit Glucosamina 500 mg 60 Comprimidos,https://www.farmaloop.cl/products/finartrit-glucosamina-500-mg-60-comprimidos-140386/,true,Suplementos y Vitaminas,Suplementos,14950,16990,6,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,,Comprimido,glucosamina | condroitina,"Glucosamina,Condroitina",5517536d-8083-4667-89e3-3b083d04f82b
105867,Hiperflex UD x 35 Sobres,https://www.farmaloop.cl/products/hiperflex-ud-x-35-sobres-105867/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS RECALCINE SA,,Sobre,,"Glucosamina,Condroitina",5517536d-8083-4667-89e3-3b083d04f82b
99694,Finartrit x 251 Comprimidos,https://www.farmaloop.cl/products/finartrit-x-251-comprimidos-99694/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,,Unidad,,"Glucosamina,Condroitina",5517536d-8083-4667-89e3-3b083d04f82b
106230,Hiperflex K x 30 Comprimidos,https://www.farmaloop.cl/products/hiperflex-k-x-30-comprimidos-106230/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS RECALCINE SA,,Unidad,,"Glucosamina,Condroitina",5517536d-8083-4667-89e3-3b083d04f82b
90046,Eniflex Duo 750 mg,https://www.farmaloop.cl/products/eniflex-duo-750-mg-90046/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO BAGO DE CHILE S.A.,,Comprimido,,"Glucosamina,Condroitina",5517536d-8083-4667-89e3-3b083d04f82b
140316,Es3 x 60 Comprimidos,https://www.farmaloop.cl/products/es3-x-60-comprimidos-140316/,true,Suplementos y Vitaminas,Suplementos,5000,12990,0,Venta directa (Sin receta),NUTRAPHARM,,Comprimido,goma de acacia | concentrado de manzanilla | sorbitol | camellia sinensis (fuente natural de l-teanina) | citrus sinensis | almidon de maiz | concentrado de toronjil | povidona | sales de acidos grasos (con base de magnesio) | dioxido de silicio | puede contener trazas de soya | leche | gluten,"Goma De Acacia,Concentrado De Manzanilla,Sorbitol,Camellia Sinensis (Fuente Natural De L-Teanina),Citrus Sinensis,Almidon De Maiz,Concentrado De Toronjil,Povidona,Sales De Acidos Grasos (Con Base De Magnesio),Dioxido De Silicio,Puede contener Trazas De Soya,Leche,Gluten",de2bb32e-d5c4-4ee6-bc44-a8ae2d2cb1d3
85984,Variplex x 60 Comprimidos,https://www.farmaloop.cl/products/variplex-x-60-comprimidos-85984/,true,Suplementos y Vitaminas,Suplementos,13160,16450,1,Venta directa (Sin receta),KNOP LABORATORIOS S.A.,,Comprimido,hamamelis | castano de indias | bursa pastoris,"Hamamelis,Castaño De Indias,Bursa Pastoris",f990e0ff-1951-4b26-b75d-f2d592d1dd84
131500,Vedipal 450 mg/50 mg x 30 Comprimidos,https://www.farmaloop.cl/products/vedipal-450-mg50-mg-x-30-comprimidos-131500/,true,Suplementos y Vitaminas,Suplementos,39990,46895,1,Presentación receta médica,TECNOFARMA S.A.,,Comprimido,diosmina 450 mg | hesperidina 50 mg,"Hesperidina,Diosmina",f482ed35-fc14-487b-8ea9-91ad9f0596c6
101277,Dipemina Fraciones Flanovoides 500mgx60,https://www.farmaloop.cl/products/dipemina-fraciones-flanovoides-500mgx60-101277/,false,Suplementos y Vitaminas,Suplementos,,,0,Presentación receta médica,LABORATORIOS RAFFO S.A.,,Comprimido,hesperidina | diosmina,"Hesperidina,Diosmina",f482ed35-fc14-487b-8ea9-91ad9f0596c6
54584,Daflon 500 mg,https://www.farmaloop.cl/products/daflon-500-mg-54584/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),FERRER CHILE S.A.,,Unidad,,"Hesperidina,Diosmina,Citrobioflavonoides",021b45b3-5758-455e-9a39-faea01a972b5
106844,Tol 12 Forte x 20 Capsulas,https://www.farmaloop.cl/products/tol-12-forte-x-20-capsulas-106844/,true,Suplementos y Vitaminas,Vitaminas y Minerales,16950,21190,6,Presentación receta médica,LABORATORIOS SAVAL S A,,Capsula,hidroxicobalamina acetato (vitamina b12) | piridoxina clorhidrato (vitamina b6) | tiamina clorhidrato (vitamina b1),"Hidroxicobalamina Acetato (Vitamina B12),Piridoxina Clorhidrato (Vitamina B6),Tiamina Clorhidrato (Vitamina B1)",b7ee1d46-21b9-486c-8e2f-b23a3ac01b39
107065,Tol 12 Forte 10000 UI x 3 Ampollas Solución Inyectable,https://www.farmaloop.cl/products/tol-12-forte-10000-ui-x-3-ampollas-solucion-inyectable-107065/,true,Suplementos y Vitaminas,Vitaminas y Minerales,7990,8990,11,Presentación receta médica,LABORATORIOS SAVAL S A,,Ampolla,hidroxicobalamina acetato (vitamina b12) | piridoxina clorhidrato (vitamina b6) | tiamina clorhidrato (vitamina b1),"Hidroxicobalamina Acetato (Vitamina B12),Piridoxina Clorhidrato (Vitamina B6),Tiamina Clorhidrato (Vitamina B1)",b7ee1d46-21b9-486c-8e2f-b23a3ac01b39
46984,Eritrofer Hierro Gotas 20 ml,https://www.farmaloop.cl/products/eritrofer-gotas-20-ml-46984/,true,Suplementos y Vitaminas,Vitaminas y Minerales,4990,16590,0,Venta directa (Sin receta),DEUTSCHE PHARMA S.A.,,Unidad,,Hierro,6089169d-db38-49c7-bc96-f8fa14f4b671
140097,Cheltin IV Hierro 100 mg 6 Ampollas,https://www.farmaloop.cl/products/cheltin-iv-hierro-100-mg-6-ampollas-140097/,true,Suplementos y Vitaminas,Suplementos,,,0,Presentación receta médica,LABORATORIO MEGALABS CHILE S.A.,,100 g,hierro,Hierro,6089169d-db38-49c7-bc96-f8fa14f4b671
